,read_name,avg_match,ref_start_primary,ref_start_secondary,ref_name_primary,ref_name_secondary,is_reverse_primary,is_reverse_secondary
0,6c111498-ca7d-4a8c-a273-4179a1d05513,19283.5,42443,39312,EM11,EM60,True,True
1,03e3a734-153c-44b7-99ef-f2522eb6b1de,19206.0,38522,35335,EM11,EM60,False,False
2,5af60e7f-3c53-48b3-a774-0772f9fbf342,19033.0,689,43646,EM60,EM60,True,True
3,fbda3c7d-6cb9-452e-973c-0199c76d88e0,18723.5,42182,74167,EM11,EM60,False,False
4,cf329980-9263-4da9-b19f-3d4b207926c6,18265.0,43124,39953,EM11,EM60,True,True
5,44fbd241-8e18-4cad-91ab-e7250710a6ac,17998.0,47212,73983,EM11,EM60,False,False
6,766b665e-5509-4edc-b09c-b9630922af7b,17733.5,44442,41253,EM11,EM60,True,True
7,5da74bb5-b20c-4e20-a8c0-702994c3c392,16997.0,41064,37905,EM11,EM60,True,True
8,93f1ebcc-c0cd-4e14-a9e8-2faa7211abcf,16829.0,42145,38956,EM11,EM60,False,False
9,bee86dce-f1fa-4994-ac01-f52f67cd798b,16527.0,45533,42344,EM11,EM60,False,False
10,839269d4-85bc-40d2-85ca-7eac7778004b,16280.0,42419,36616,EM11,EM60,True,True
11,df486e4a-f5e7-47a2-aa56-7c3aea48701e,16159.0,42143,38802,EM11,EM60,False,False
12,167008c4-2c33-45ca-8921-523e8d846901,15915.0,42139,38950,EM11,EM60,True,True
13,38adf876-182f-4ea4-8f1b-d96c907d0965,15856.5,42225,39036,EM11,EM60,True,True
14,d495689c-c792-4928-b8f6-00ca06f3cda0,15654.0,62200,43947,EM11,EM60,True,True
15,0cf7ebe3-fe32-433e-9d2b-f74d08f639ba,15643.5,42531,39342,EM11,EM60,True,True
16,e7587d9b-3ded-4bfe-8c34-f4cbc9906649,15430.0,41065,38758,EM11,EM60,True,True
17,50a38896-f624-4248-9476-21b5a8c1158f,15260.0,28259,44715,EM11,EM60,False,False
18,ac01762c-1ff9-4f1d-aca6-631de4ce6cec,15086.5,47152,43963,EM11,EM60,True,True
19,a71ae31d-41ed-4214-82fe-8cb91b05a2db,15034.5,43506,40317,EM11,EM60,False,False
20,6bab6f44-0b28-4b0b-8a89-a6f246900d02,14867.0,40360,37189,EM11,EM60,False,False
21,34411eea-aaff-42b2-9799-4dbc398bcf71,14666.0,63003,41871,EM11,EM60,True,True
22,39023af5-eeac-4b93-97da-038387ad8cdc,14657.0,43823,40634,EM11,EM60,False,False
23,eda5b447-557c-4e67-810c-9cef064e2164,14628.5,42945,39775,EM11,EM60,False,False
24,4e861b76-5333-4602-8aa2-44d4f4e2d0e3,14451.5,38393,61863,EM11,EM60,False,False
25,177fed31-d695-4229-a239-77852c470f8e,14444.0,39695,36616,EM11,EM60,True,True
26,6b6cbcb0-d782-49f9-841f-9edcafe04917,14276.5,47708,44519,EM11,EM60,False,False
27,2a3feeb9-d925-4d45-a9db-ce9d98e5094e,14264.5,43944,40760,EM11,EM60,True,True
28,4dbba425-d94a-4c14-9a57-e4b579ad6c0a,14197.5,40917,74933,EM11,EM60,True,True
29,9255a14a-3115-4fe7-a57b-6883ff169e8a,14070.0,42142,73395,EM11,EM60,False,False
30,b67bcebb-e169-4663-ba4c-8184c60f8d7d,14045.0,75155,72892,EM11,EM60,True,True
31,230a658c-34c7-4566-9289-5afd5e7109ae,13962.5,43402,40213,EM11,EM60,True,True
32,868da52c-5ae8-4675-bb24-836405149dd5,13649.0,47154,40192,EM11,EM60,False,False
33,3cbd5ba4-1d81-4677-9191-0e74d3f72112,13466.5,43009,41238,EM11,EM60,True,True
34,1182b7c3-f63e-4a65-a819-f46c4842f6a6,13459.0,45495,42306,EM11,EM60,False,False
35,2707715c-2642-4c39-a572-0d554530d1b6,13440.0,44036,40847,EM11,EM60,False,False
36,a0773b9d-97ae-42f3-8a0b-dfef3c39a91f,13436.5,3464,44538,EM60,EM60,True,True
37,67325fbc-5380-442a-b901-7f6653ea1047,13410.5,48192,45010,EM11,EM60,True,True
38,fb1955b9-0a0c-47e1-be50-b2d4e52edb63,13392.5,42139,34751,EM11,EM60,False,False
39,29dc5f21-2c85-474e-ae3a-847c8944c125,13375.0,40672,38759,EM11,EM60,False,False
40,b05d5180-bd0a-4f66-a2d5-f77a4dd6bdba,13259.5,42228,39039,EM11,EM60,True,True
41,5ff5db25-bf59-4025-ade5-430dba59fe91,13253.5,76059,71682,EM11,EM60,True,True
42,d03d3cab-d877-4fd3-a724-7b6e665f27ab,13250.5,47368,44179,EM11,EM60,True,True
43,075223bf-a251-4b16-9c7a-a59bcff364f3,13198.0,44200,41011,EM11,EM60,False,False
44,0f6b2945-5bfc-4c74-95cb-844a1d9c07d7,13188.5,42150,38961,EM11,EM60,True,True
45,7dd7bd39-8ef9-4feb-8dae-e442b2756188,13108.5,32179,42589,EM11,EM60,True,True
46,92cb2b25-8d84-42de-acd7-32ba813afcaf,13108.0,42266,39103,EM11,EM60,True,True
47,0f807e90-aaee-4647-8489-8ac564946b57,13092.5,42143,73586,EM11,EM60,True,True
48,f11fc2c2-3d07-41b8-ba01-3d41610e7352,13062.0,40805,38497,EM11,EM60,False,False
49,87681948-f7b8-49f6-bf48-80bd56b4cbd9,12987.0,59353,45576,EM11,EM60,True,True
50,63c49325-825c-41f0-ba6e-b09dcf99f5a9,12978.0,77303,74136,EM11,EM60,False,False
